Shipping ID,Arrival Date,Arrival Filter,Buyer,Buyer's P.O Lines Confirmation,Cartons Per Shipment,Cartons Per Shipment (from Report),Comments,Commission Difference,Commission from Report,Commission payment ($/€),Commission Rate (%),Commission Rates,Completed Fields,Completion Percentage,Container number/ ID,Container Size,Currency for P.O,Days to destination,Delay in Ports,dev - Confirmation Received,dev - Order Status (Formula),Difference (Cartons/🚢 est vs actual),Difference (Estimated vs Arrived),Difference between order & Shipping,Difference Units/🚢 (est. vs actual),Differnce between Shipping & Invoice (ILS),Dry/ Reefer Container?,Est. Arrival in Next 14 days,Est. Arrival in Next 30 days,Est. Arrival in Next 7 days,Est. Arrival in past 14 days,Est. Arrival in past 30 days,Est. Arrival in past 7 days,First Created,Formula Shorba,Invoice ID,Invoice Status,Last Updated,Link to Invoices,Link to Project status,Linked Order line,Loading Start/Commercial invoice DATE,Lookup OL Statuses,Lookup Order Status,LookupTEMP,Open Comments,Order,Order line ID,Order Line Items,Order Lines SUM. Price,Order Status (No Needed),Payer,Percent Completed,Percentage arrived in shipment,Purchase order files (Orders),Requested delivery date,Shipment Number (Buyer Ref.),Shipment's Invoice.s SUM. $/€,Shipping company,Shipping documentation,Shipping Status,Supplier,Supplier's Invoice Number.s,Units Per Shipment,Units Per Shipment (from Report)
"10, 20  - Order: 000167-SHF [115216],Pastificio Mennucci S.P.A, Italy",16/9/2024,,Shufersal,"115216, 10, 115216, 20",1512,1512,,,,535.0224,3.00,"Pastificio Mennucci S.P.A, Italy  _ Shufersal",,,TCNU532735/2,40 FT.,EUR,10,10,Yes,Completed,0,,1685.920000000002,0,"20,415.710",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By SmartSuite Automation on 29 Oct, 2024",,"SI246000158, 10, 20  - Order: 000167-SHF [115216],Pastificio Mennucci S.P.A, Italy",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000158, 10, 20  - Order: 000167-SHF [115216],Pastificio Mennucci S.P.A, Italy",,10 | 20,27/8/2024,Supplied to Buyer | Supplied to Buyer,Completed,"17,834.740",0,Order: 000167-SHF [115216],#863,"10  _   000028 - Gluten free fusilli [Pastificio Mennucci S.P.A, Italy][]  _  Order: 000167-SHF [115216], 20  _   000026 - penne gluten free 400 gr [Pastificio Mennucci S.P.A, Italy][Shufersal]  _  Order: 000167-SHF [115216]",16148.16,Completed,Buyer,1,-9.454%,order num. 115216.pdf,25/8/2024 | 25/8/2024,29444,17834.08,Zim,Invoice + Packing list.pdf,Delivered to Buyer,"Pastificio Mennucci S.P.A, Italy",7432,18144,18144
"10, 20  - Order: 000454-SCH [5200016728],Pata S.P.A, Italy",6/6/2023,,Schestowitz,,,,"IN254000001
יצא חש",,,0.000,,,,,,40 FT.,EUR,8,10,No,Completed,,,11953,,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 13 Jan, 2025",,,,"By Success Management on 8 May, 2025",,,10 | 20,19/5/2023,Shipping Not Started | Supplied to Buyer,Completed,,0,Order: 000454-SCH [5200016728],#1032,"10  _   000341 - PATA NACHOS TORTILLA 200G KFP [Pata S.P.A, Italy][Schestowitz]  _  Order: 000454-SCH [5200016728], 20  _   000342 - PATA NACHOS TORTILLA WHITE CORN [Pata S.P.A, Italy][Schestowitz]  _  Order: 000454-SCH [5200016728]",0.000,Completed,,0.55,"-,100.000%",Schestowitz Purchase order 5200016728.pdf,15/2/2025 | 15/2/2025,,11953,,"Schesto invoice VIT2501834.pdf, שסטו הפרשים.xlsx, Proforma Schesto (2).pdf",Delivered to Buyer,"Pata S.P.A, Italy",VIT2501834,,
"1, 2  - Order: 000539-SCH [5200017190],Pata S.P.A, Italy",27/6/2025,"Next 7 days, Next 15 days, Next 30 days",Schestowitz,,1904,,,,,231.0518,2.00,"Pata S.P.A, Italy  _ Schestowitz",,,,40 FT.,EUR,8,10,No,Pending,1904,,11552.59,,,Dry,1,1,1,0.00,0.00,0.00,"By Success Management on 16 Jun, 2025",Last 2 Weeks,,,"By SmartSuite Automation on 21 Jun, 2025",,,1 | 2,9/6/2025,Shipping Not Started | Shipping Not Started,Pending,,0,Order: 000539-SCH [5200017190],#1386,"1  _   000341 - PATA NACHOS TORTILLA 200G KFP [Pata S.P.A, Italy][Schestowitz]  _  Order: 000539-SCH [5200017190], 2  _   000342 - PATA NACHOS TORTILLA WHITE CORN [Pata S.P.A, Italy][Schestowitz]  _  Order: 000539-SCH [5200017190]",0.000,Pending,Buyer,,"-,100.000%",Proforma Schesto.pdf | Schestowitz Purchase order 5200017190.pdf,20/5/2025 | 20/5/2025,,11552.59,,"Schesto packing list 090625.pdf, Schesto invoice VIT2506540.pdf, Certificates 090625.pdf",In Transit,"Pata S.P.A, Italy",,,
"1, 2  - Order: 000496-SCH [5200016254],Pata S.P.A, Italy",27/9/2024,,Schestowitz,,,,,,,315.2928,3.00,"Pata S.P.A, Italy  _ Shufersal",,,,40 FT.,EUR,8,10,No,Completed,,,10509.76,,"10,059.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 4 Mar, 2025",,"20038, 1, 2  - Order: 000496-SCH [5200016254],Pata S.P.A, Italy",New,"By Success Management on 7 May, 2025","20038, 1, 2  - Order: 000496-SCH [5200016254],Pata S.P.A, Italy",,1 | 2,9/9/2024,Supplied to Buyer | Supplied to Buyer,Completed,"10,059.000",0,Order: 000496-SCH [5200016254],#1333,"1  _   000341 - PATA NACHOS TORTILLA 200G KFP [Pata S.P.A, Italy][Schestowitz]  _  Order: 000496-SCH [5200016254], 2  _   000342 - PATA NACHOS TORTILLA WHITE CORN [Pata S.P.A, Italy][Schestowitz]  _  Order: 000496-SCH [5200016254]",0.000,Completed,Buyer,,"-,100.000%",Schestowitz Purchase order 5200016254.pdf | order num. 5200016254.pdf,25/9/2024 | 25/9/2024,,10509.76,,Proforma Schesto rev.pdf,Delivered to Buyer,"Pata S.P.A, Italy",VOD2421007,,
"1, 2  - Order: 000495-SCH [5200015812],Pata S.P.A, Italy",21/5/2024,,Schestowitz,,1792,,,,,0.000,,,,,ZCSU 661774/6​,40 FT.,EUR,8,10,No,Completed,1792,,11673.45,17920,"11,673.450",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 30 Jan, 2025",,"20037, 1, 2  - Order: 000495-SCH [5200015812],Pata S.P.A, Italy",New,"By Success Management on 7 May, 2025","20037, 1, 2  - Order: 000495-SCH [5200015812],Pata S.P.A, Italy",,1 | 2,3/5/2024,Supplied to Buyer | Supplied to Buyer,Completed,"11,673.450",0,Order: 000495-SCH [5200015812],#1270,"1  _   000341 - PATA NACHOS TORTILLA 200G KFP [Pata S.P.A, Italy][Schestowitz]  _  Order: 000495-SCH [5200015812], 2  _   000342 - PATA NACHOS TORTILLA WHITE CORN [Pata S.P.A, Italy][Schestowitz]  _  Order: 000495-SCH [5200015812]",0.000,Completed,,,"-,100.000%",Schestowitz Purchase order 5200015812.pdf,5/5/2024 | 5/5/2024,,11673.45,,"pr 02.05.24-doc firmati.pdf, EUR 1 del 030524.pdf, Schesto invoice VIT2404767 del 030524.pdf, Schesto packing list 030524.pdf",In Transit,"Pata S.P.A, Italy",VIT2404767,17920,
"1, 2  - Order: 000494-SCH [5200016522],Pata S.P.A, Italy",27/12/2024,,Schestowitz,,1904,,"יצא חש' IN254000002
",,,0.000,,,,,ZCSU722201-5,40 FT.,EUR,8,10,No,Completed,1904,,11605,,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 30 Jan, 2025",,,,"By Success Management on 7 May, 2025",,,1 | 2,9/12/2024,Supplied to Buyer | Supplied to Buyer,Completed,,0,Order: 000494-SCH [5200016522],#1268,"1  _   000341 - PATA NACHOS TORTILLA 200G KFP [Pata S.P.A, Italy][Schestowitz]  _  Order: 000494-SCH [5200016522], 2  _   000342 - PATA NACHOS TORTILLA WHITE CORN [Pata S.P.A, Italy][Schestowitz]  _  Order: 000494-SCH [5200016522]",0.000,Completed,,0.82,"-,100.000%",Schestowitz Purchase order 5200016522.pdf,5/12/2024 | 5/12/2024,,11605,,D. SCHESTO SWEETS LTD.  Fattura VIT2413054 del 09122024.pdf,Delivered to Buyer,"Pata S.P.A, Italy",VIT2413054,,
"1, 2  - Order: 000492-SCH [5200016785],Pata S.P.A, Italy",15/3/2025,,Schestowitz,,,,,,,0.000,,,,,,40 FT.,EUR,8,10,No,Completed,,,11258.2,,"11,258.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 7 May, 2025",,"20056, 1, 2  - Order: 000492-SCH [5200016785],Pata S.P.A, Italy",New,"By Success Management on 7 May, 2025","20056, 1, 2  - Order: 000492-SCH [5200016785],Pata S.P.A, Italy",,1 | 2,25/2/2025,Supplied to Buyer | Supplied to Buyer,Completed,"11,258.000",0,Order: 000492-SCH [5200016785],#1366,"1  _   000341 - PATA NACHOS TORTILLA 200G KFP [Pata S.P.A, Italy][Schestowitz]  _  Order: 000492-SCH [5200016785], 2  _   000342 - PATA NACHOS TORTILLA WHITE CORN [Pata S.P.A, Italy][Schestowitz]  _  Order: 000492-SCH [5200016785]",0.000,Completed,,,"-,100.000%",Schestowitz Purchase order 5200016785 (3).pdf,5/3/2025 | 5/3/2025,,11258.2,,Schesto invoice VIT2501899.pdf,Delivered to Buyer,"Pata S.P.A, Italy",VIT2501899,,
"1, 2  - Order: 000452-SCH [5200016532],Pata S.P.A, Italy",14/2/2025,"Next 7 days, Next 15 days, Next 30 days",Schestowitz,,1807,,"IN254000003יצא חש' 
",,,0.000,,,,,GAOU7058469,40 FT.,EUR,8,10,No,Completed,1807,,11003.7,18070,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 4 Feb, 2025",,,,"By Success Management on 19 Feb, 2025",,,1 | 2,27/1/2025,Supplied to Buyer | Supplied to Buyer,Completed,,0,Order: 000452-SCH [5200016532],#1277,"1  _   000341 - PATA NACHOS TORTILLA 200G KFP [Pata S.P.A, Italy][Schestowitz]  _  Order: 000452-SCH [5200016532], 2  _   000342 - PATA NACHOS TORTILLA WHITE CORN [Pata S.P.A, Italy][Schestowitz]  _  Order: 000452-SCH [5200016532]",0.000,Completed,,,"-,100.000%",Schestowitz Purchase order 5200016532.pdf | order num. 5200016532.pdf,5/1/2025 | 5/1/2025,,11003.7,,"Proforma Schesto 16532.pdf, Schesto invoice VIT2500637.pdf, Shipment declaration 270125.pdf, Packing list 270125.pdf",Delivered to Buyer,"Pata S.P.A, Italy",VIT2500637,18070,
"40, 50, 60  - Order: 000237-SHF [115513 ],Polenghi, Italy",1/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,יצא חש' חיוב10028,,,756.68215,3.50,"Polenghi, Italy  _ Shufersal",,,SGRU5003293,40 FT.,EUR,6,10,No,Completed,,,21619.49,4513,"21,619.490",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 16 Feb, 2025",,"20009, 40, 50, 60  - Order: 000237-SHF [115513 ],Polenghi, Italy",New,"By Success Management on 23 Apr, 2025","20009, 40, 50, 60  - Order: 000237-SHF [115513 ],Polenghi, Italy",,40 | 50 | 60,13/2/2025,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Completed,"21,619.490",0,Order: 000237-SHF [115513 ],#1293,"40  _   000025 - PRESERVED LEMON JUICE 200 ML [Polenghi, Italy][Ta'aman]  _  Order: 000237-SHF [115513 ], 50  _   000023 - PRESERVED LEMON JUICE 500 ML. [Polenghi, Italy][Ta'aman]  _  Order: 000237-SHF [115513 ], 60  _   000024 - Natural Lemon Juice 250ml. [Polenghi, Italy][Ta'aman]  _  Order: 000237-SHF [115513 ]",,Completed,Buyer,,"-,100.000%",order_115513 (1).PDF | order num. 115513 .pdf,23/2/2025 | 23/2/2025 | 23/2/2025,,21619.49,,"SHUFERSAL FT 1088.pdf, SHUFERSAL FT 1088 PL.pdf",Delivered to Buyer,"Polenghi, Italy",1088,4513,
"20, 10  - Order: 000442-SHF [115000],Polenghi, Italy",15/3/2024,,Shufersal,,2730,2730,,,,428.16375,3.50,"Polenghi, Italy  _ Shufersal",,,IPXU3865034,20 FT.,EUR,8,10,No,Completed,0,,12233.25,0,"32,226.320",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 12 Jan, 2025",,"SI246000068, 20, 10  - Order: 000442-SHF [115000],Polenghi, Italy",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000068, 20, 10  - Order: 000442-SHF [115000],Polenghi, Italy",,20 | 10,26/2/2024,Supplied to Buyer | Supplied to Buyer,Completed,"12,233.000",0,Order: 000442-SHF [115000],#979,"20  _   000023 - PRESERVED LEMON JUICE 500 ML. [Polenghi, Italy][Ta'aman]  _  Order: 000442-SHF [115000], 10  _   000025 - PRESERVED LEMON JUICE 200 ML [Polenghi, Italy][Ta'aman]  _  Order: 000442-SHF [115000]",,Completed,Buyer,,"-,100.000%",order_115000.PDF,17/3/2024 | 17/3/2024,,12233.25,Zim,INVOICE.pdf,Delivered to Buyer,"Polenghi, Italy",1544,30156,30156
"20  - Order: 000325-TAM [200001],Polenghi, Italy",8/7/2025,Next 30 days,Ta'aman,,3087,,,,,0.000,,,,,TGBU6493450,40 FT.,EUR,8,10,No,Pending,3087,,16299.36,,,Dry,0.00,1,0.00,0.00,0.00,0.00,"By Success Management on 22 Jun, 2025",Last 2 Weeks,,,"By SmartSuite Automation on 22 Jun, 2025",,,20,20/6/2025,Shipping Not Started,Pending,,0,Order: 000325-TAM [200001],#1391,"20  _   000443 - TAAMAN LEMON JUICE FROM CONCENTRATE 1000MLX6 IL
 [Polenghi, Italy][]  _  Order: 000325-TAM [200001]",0.000,Pending,,,"-,100.000%",TAAMAN ADJUSTED 38 PF (1).PDF | TAAMAN 39 PF (1).PDF,1/4/2025,,16299.36,,"TAAMAN PL INVOICE 4620.pdf, TAAMAN INVOICE 4620.pdf",In Transit,"Polenghi, Italy",,,
"10, 30, 20  - Order: 000419-SHF [114705],Polenghi, Italy",30/12/2023,,Shufersal,,5272,,,,,738.58225,3.50,"Polenghi, Italy  _ Shufersal",,,TCNU4239679,40 FT.,EUR,8,10,No,Supplied to Buyer,5272,,21102.35,47697,"21,102.350",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 9 Jan, 2025",,", 10, 30, 20  - Order: 000419-SHF [114705],Polenghi, Italy",New,"By Udi Stryk on 20 Feb, 2025",", 10, 30, 20  - Order: 000419-SHF [114705],Polenghi, Italy",,10 | 30 | 20,12/12/2023,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Supplied to Buyer,"21,102.350",0,Order: 000419-SHF [114705],#937,"10  _   000025 - PRESERVED LEMON JUICE 200 ML [Polenghi, Italy][Ta'aman]  _  Order: 000419-SHF [114705], 30  _   000024 - Natural Lemon Juice 250ml. [Polenghi, Italy][Ta'aman]  _  Order: 000419-SHF [114705], 20  _   000023 - PRESERVED LEMON JUICE 500 ML. [Polenghi, Italy][Ta'aman]  _  Order: 000419-SHF [114705]",0.000,Supplied to Buyer,Buyer,,"-,100.000%",order_114705.PDF,17/12/2023 | 17/12/2023 | 17/12/2023,,21102.35,Zim,"23S00117-It-0-DigitalSignature.pdf, 03.01.24 - lot Number List UDATED new including manufacturing date. - Import GMP - Statements are valid from 01.01.2023 - updated - new.pdf, DRAFT EUR1 MODIFICABILE.pdf, ZIMU_BOLImage_1187031838.pdf, FATTURA SHUFERSAL.pdf, PACKING LIST SHUFERSAL FATTURA 11043.pdf",Delivered to Buyer,"Polenghi, Italy",11043,47697,
"10, 30, 20  - Order: 000320-SHF [115430],Polenghi, Italy",15/11/2024,,Shufersal,"115430, 10, 115430, 20, 115430, 30",32400,32400,חש מתאימה לספק,,,718.70715,3.50,"Polenghi, Italy  _ Shufersal",,,MCLU5093538,40 FT.,EUR,8,10,Yes,Completed,0,,20534.49,0,"6,876.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 15 Dec, 2024",,"SI246000202, 10, 30, 20  - Order: 000320-SHF [115430],Polenghi, Italy",Paid,"By Success Management on 25 Feb, 2025","SI246000202, 10, 30, 20  - Order: 000320-SHF [115430],Polenghi, Italy",,10 | 30 | 20,28/10/2024,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Completed,"3,438.000",0,Order: 000320-SHF [115430],#906,"10  _   000025 - PRESERVED LEMON JUICE 200 ML [Polenghi, Italy][Ta'aman]  _  Order: 000320-SHF [115430], 30  _   000024 - Natural Lemon Juice 250ml. [Polenghi, Italy][Ta'aman]  _  Order: 000320-SHF [115430], 20  _   000023 - PRESERVED LEMON JUICE 500 ML. [Polenghi, Italy][Ta'aman]  _  Order: 000320-SHF [115430]",,Completed,Buyer,0.91,"-,100.000%",order_115430.PDF,3/11/2024 | 3/11/2024 | 3/11/2024,29540,20534.49,Borchard Lines,,Delivered to Buyer,"Polenghi, Italy",,32400,32400
"10, 20, 30  - Order: 000499-SHF [115690],Polenghi, Italy",7/6/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,4051,,,,,703.0975,3.50,"Polenghi, Italy  _ Shufersal",,,ZCSU691157.6,40 FT.,EUR,8,10,No,Partially Shipped,4051,,6024.38,,,Dry,0.00,0.00,0.00,0.00,1,0.00,"By Success Management on 20 May, 2025",Last  days,,,"By Success Management on 17 Jun, 2025",,,10 | 20 | 30,20/5/2025,Supplied to Buyer | Shipping Not Started | Shipping Not Started,Partially Shipped,,0,Order: 000499-SHF [115690],#1376,"10  _   000399 - Preserved Lemon Juice 200ml [Polenghi, Italy][Shufersal]  _  Order: 000499-SHF [115690], 20  _   000400 - Preserved Lemon Juice 500ml [Polenghi, Italy][Shufersal]  _  Order: 000499-SHF [115690], 30  _   000401 - Natural Lemon Juice 250ml - Preservative Free [Polenghi, Italy][Shufersal]  _  Order: 000499-SHF [115690]",14064.12,Partially Shipped,Buyer,,-29.990%,SHUFERSAL 30 PF.pdf | order_115690 (2).PDF | order num. 115690.pdf,1/6/2025 | 1/6/2025 | 1/6/2025,,20088.5,,"Draft_BL_ZIMUGOA1082272_unfrt.pdf, PACKING LIST SHUFERSAL FT 3570.pdf, SHUFFERSAL FT 3570.pdf",In Transit,"Polenghi, Italy",3570,,
"10, 20, 30  - Order: 000237-SHF [115513 ],Polenghi, Italy",23/1/2025,,Shufersal,,,,"יצא חש' 256000019
לא נכנסה למערכת זו",,,722.0353,3.50,"Polenghi, Italy  _ Shufersal",,,,40 FT.,EUR,8,10,No,Completed,,,20629.58,4513,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 16 Feb, 2025",,,,"By Success Management on 19 Jun, 2025",,,10 | 20 | 30,5/1/2025,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Completed,,0,Order: 000237-SHF [115513 ],#1294,"10  _   000025 - PRESERVED LEMON JUICE 200 ML [Polenghi, Italy][Ta'aman]  _  Order: 000237-SHF [115513 ], 20  _   000023 - PRESERVED LEMON JUICE 500 ML. [Polenghi, Italy][Ta'aman]  _  Order: 000237-SHF [115513 ], 30  _   000024 - Natural Lemon Juice 250ml. [Polenghi, Italy][Ta'aman]  _  Order: 000237-SHF [115513 ]",,Completed,Buyer,,"-,100.000%",order_115513 (1).PDF | order num. 115513 .pdf,22/12/2024 | 22/12/2024 | 22/12/2024,,20629.58,,"LAS_FATIV1.pdf, LAS_XPLC_PackingList1.pdf",Delivered to Buyer,"Polenghi, Italy",1,4513,
"10, 20  - Order: 000325-TAM [200001],Polenghi, Italy",8/7/2025,Next 30 days,Ta'aman,,4617,,,,,0.000,,,,,TXGU 7390763,40 FT.,EUR,8,10,No,Pending,4617,,19481.76,,,Dry,0.00,1,0.00,0.00,0.00,0.00,"By Success Management on 22 Jun, 2025",Last 2 Weeks,,,"By SmartSuite Automation on 22 Jun, 2025",,,10 | 20,20/6/2025,Shipping Not Started | Shipping Not Started,Pending,,0,Order: 000325-TAM [200001],#1390,"10  _   000442 - TAAMAN LEMON JUICE FROM CONCENTRATE 500ML X6 IL [Polenghi, Italy][]  _  Order: 000325-TAM [200001], 20  _   000443 - TAAMAN LEMON JUICE FROM CONCENTRATE 1000MLX6 IL
 [Polenghi, Italy][]  _  Order: 000325-TAM [200001]",0.000,Pending,,,"-,100.000%",TAAMAN ADJUSTED 38 PF (1).PDF | TAAMAN 39 PF (1).PDF,1/4/2025 | 1/4/2025,,19481.76,,"TAAMAN INVOICE 4621.pdf, PL TAAMAN INVOICE 4621.pdf",In Transit,"Polenghi, Italy",,,
"20  - Order: 000401-CIML [10005551],Poyraz, Turkey",12/1/2025,"Next 7 days, Next 15 days, Next 30 days",H. Cohen Import Marketing & Logistics Ltd,,5040,,"חוייב יחד  עם שורה 10
חסר חיוב עס 1000*2%",,,0.000,,,,,"LCGU8059719, ADMU5113410, ADMU5211192",40 FT.  HQ,EUR,8,10,No,Partially Shipped,5040,,354412.8,60480,"591,688.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Udi Stryk on 27 Dec, 2024",,"1832, 20  - Order: 000401-CIML [10005551],Poyraz, Turkey10  - Order: 000401-CIML [10005551],Poyraz, Turkey",Paid,"By Success Management on 19 Feb, 2025","1832, 20  - Order: 000401-CIML [10005551],Poyraz, Turkey10  - Order: 000401-CIML [10005551],Poyraz, Turkey",,20,25/12/2024,Supplied to Buyer,Partially Shipped,"591,688.000",0,Order: 000401-CIML [10005551],#912,"20  _   000325 - Poyraz, 750 ml. Extra Virgin Olive Oil, H. cohen (Yesh Private label) [Poyraz, Turkey][Shufersal]  _  Order: 000401-CIML [10005551]",0.000,Partially Shipped,,1,"-,100.000%",order num. 10005551.pdf,24/2/2024,,354412.8,APM-Maersk,H.Cohen Import Marketing & Logistics Ltd Commercial Invoice.pdf,Delivered to Buyer,"Poyraz, Turkey",IHR2024000000001,60480,
"10, 20  - Order: 000517-SHF [115104 ],Poyraz, Turkey",1/7/2024,,Shufersal,,3360,,,,,0.000,,,,,"KSSU1003993, ZCSU7106273",40 FT.,EUR,8,10,No,Pending,3360,,287884.8,40320,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 24 Feb, 2025",,,,"By Success Management on 24 Feb, 2025",,,10 | 20,13/6/2024,Shipping Not Started | Shipping Not Started,Pending,,0,Order: 000517-SHF [115104 ],#1319,"10  _   000288 - Poyraz Extra Virgin Olive Oil, Shufersal [Poyraz, Turkey][Shufersal]  _  Order: 000517-SHF [115104 ], 20  _   000288 - Poyraz Extra Virgin Olive Oil, Shufersal [Poyraz, Turkey][Shufersal]  _  Order: 000517-SHF [115104 ]",0.000,Pending,,,"-,100.000%",115104.pdf | order_115104.PDF,15/10/2024 | 1/11/2024,,287884.8,,"Shereket konya palestine sent documents.pdf, ZIMUIZM24950478.pdf",Delivered to Buyer,"Poyraz, Turkey",IHR2024000000046,40320,
"10, 20  - Order: 000517-SHF [115104 ],Poyraz, Turkey",21/6/2024,,Shufersal,,1680,,,,,0.000,,,,,,40 FT.,EUR,8,10,No,Pending,1680,,143942.4,20160,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 24 Feb, 2025",,,,"By Success Management on 24 Feb, 2025",,,10 | 20,3/6/2024,Shipping Not Started | Shipping Not Started,Pending,,0,Order: 000517-SHF [115104 ],#1320,"10  _   000288 - Poyraz Extra Virgin Olive Oil, Shufersal [Poyraz, Turkey][Shufersal]  _  Order: 000517-SHF [115104 ], 20  _   000288 - Poyraz Extra Virgin Olive Oil, Shufersal [Poyraz, Turkey][Shufersal]  _  Order: 000517-SHF [115104 ]",0.000,Pending,,,"-,100.000%",115104.pdf | order_115104.PDF,15/10/2024 | 1/11/2024,,143942.4,,Commercial Invoice.pdf,Delivered to Buyer,"Poyraz, Turkey",IHR20240000000046,20160,
"10  - Order: 000514-SHF [114719],Poyraz, Turkey",7/11/2023,,Shufersal,,5040,,,,,0.000,,,,,"TCNU4554095, TCNU5367885, ZCSU6786751",40 FT.,USD,8,10,No,Supplied to Buyer,5040,,354412.8,60480,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 23 Feb, 2025",,,,"By Success Management on 23 Feb, 2025",,,10,20/10/2023,Supplied to Buyer,Supplied to Buyer,,0,Order: 000514-SHF [114719],#1312,"10  _   000288 - Poyraz Extra Virgin Olive Oil, Shufersal [Poyraz, Turkey][Shufersal]  _  Order: 000514-SHF [114719]",0.000,Supplied to Buyer,,,"-,100.000%",הזמנת רכש 0000114749.PDF,19/9/2023,,354412.8,,"BL.pdf, Shufersal LTD Commercial Invoice.pdf, Shufersal LTD Packing List.pdf",In Transit,"Poyraz, Turkey",IHR2023000000103,60480,
"10  - Order: 000514-SHF [114719],Poyraz, Turkey",18/11/2023,,Shufersal,,3360,,,,,0.000,,,,,"TGCU5076862, TGBU5496624",40 FT.,USD,8,10,No,Supplied to Buyer,3360,,236275.2,40320,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 23 Feb, 2025",,,,"By Success Management on 23 Feb, 2025",,,10,31/10/2023,Supplied to Buyer,Supplied to Buyer,,0,Order: 000514-SHF [114719],#1313,"10  _   000288 - Poyraz Extra Virgin Olive Oil, Shufersal [Poyraz, Turkey][Shufersal]  _  Order: 000514-SHF [114719]",0.000,Supplied to Buyer,,,"-,100.000%",הזמנת רכש 0000114749.PDF,19/9/2023,,236275.2,,"Shufersal LTD Packing List,.pdf, Shufersal LTD Commercial Invoice,.pdf, Draft_BL_ZIMUIZM23923369.pdf",In Transit,"Poyraz, Turkey",IHR2023000000110,40320,
"10  - Order: 000401-CIML [10005551],Poyraz, Turkey",12/1/2025,"Next 7 days, Next 15 days, Next 30 days",H. Cohen Import Marketing & Logistics Ltd,,3360,,"חוייב יחד  עם שורה 20
חסר חיוב עס 1000*2%",,,0.000,,,,,"ARKU8591847, TCNU8127743",40 FT.  HQ,EUR,8,10,No,Partially Shipped,3360,,237275.2,40320,"591,688.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Udi Stryk on 27 Dec, 2024",,"1832, 20  - Order: 000401-CIML [10005551],Poyraz, Turkey10  - Order: 000401-CIML [10005551],Poyraz, Turkey",Paid,"By Success Management on 19 Feb, 2025","1832, 20  - Order: 000401-CIML [10005551],Poyraz, Turkey10  - Order: 000401-CIML [10005551],Poyraz, Turkey",,10,25/12/2024,Supplied to Buyer,Partially Shipped,"591,688.000",0,Order: 000401-CIML [10005551],#913,"10  _   000325 - Poyraz, 750 ml. Extra Virgin Olive Oil, H. cohen (Yesh Private label) [Poyraz, Turkey][Shufersal]  _  Order: 000401-CIML [10005551]",0.000,Partially Shipped,,,"-,100.000%",order num. 10005551.pdf,24/2/2024,,237275.2,APM-Maersk,Kosher eklendi H.Cohen Import Marketing & Logistics Ltd Commercial Invoice.pdf,Delivered to Buyer,"Poyraz, Turkey",IHR2024000000001,40320,
