Shipping ID,Arrival Date,Arrival Filter,Buyer,Buyer's P.O Lines Confirmation,Cartons Per Shipment,Cartons Per Shipment (from Report),Comments,Commission Difference,Commission from Report,Commission payment ($/€),Commission Rate (%),Commission Rates,Completed Fields,Completion Percentage,Container number/ ID,Container Size,Currency for P.O,Days to destination,Delay in Ports,dev - Confirmation Received,dev - Order Status (Formula),Difference (Cartons/🚢 est vs actual),Difference (Estimated vs Arrived),Difference between order & Shipping,Difference Units/🚢 (est. vs actual),Differnce between Shipping & Invoice (ILS),Dry/ Reefer Container?,Est. Arrival in Next 14 days,Est. Arrival in Next 30 days,Est. Arrival in Next 7 days,Est. Arrival in past 14 days,Est. Arrival in past 30 days,Est. Arrival in past 7 days,First Created,Formula Shorba,Invoice ID,Invoice Status,Last Updated,Link to Invoices,Link to Project status,Linked Order line,Loading Start/Commercial invoice DATE,Lookup OL Statuses,Lookup Order Status,LookupTEMP,Open Comments,Order,Order line ID,Order Line Items,Order Lines SUM. Price,Order Status (No Needed),Payer,Percent Completed,Percentage arrived in shipment,Purchase order files (Orders),Requested delivery date,Shipment Number (Buyer Ref.),Shipment's Invoice.s SUM. $/€,Shipping company,Shipping documentation,Shipping Status,Supplier,Supplier's Invoice Number.s,Units Per Shipment,Units Per Shipment (from Report)
"10  - Order: 000363-SHF [115147],Poyraz, Turkey",9/3/2024,,Shufersal,,6720,,,,,0.000,,,,,,40 FT.,ILS,8,10,No,Supplied to Buyer,6720,,539481.6,80640,"597,566.570",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 23 Feb, 2025",,"SI246000071, 10  - Order: 000363-SHF [115147],Poyraz, Turkey",Paid,"By Success Management on 23 Feb, 2025","SI246000071, 10  - Order: 000363-SHF [115147],Poyraz, Turkey",,10,20/2/2024,Supplied to Buyer,Supplied to Buyer,"539,481.000",0,Order: 000363-SHF [115147],#1314,"10  _   000325 - Poyraz, 750 ml. Extra Virgin Olive Oil, H. cohen (Yesh Private label) [Poyraz, Turkey][Shufersal]  _  Order: 000363-SHF [115147]",,Supplied to Buyer,,,"-,100.000%",order_115147.PDF | order 115147.pdf,5/5/2024,,539481.6,,shufersal sent documents IHR202400000015.pdf,Delivered to Buyer,"Poyraz, Turkey",,80640,
"10  - Order: 000337-SHF [115092],Poyraz, Turkey",28/2/2024,,Shufersal,,,,"משלוח 1 מתוך 2

האם שולמה??",,,0.000,,,,,,40 FT.,USD,18,10,No,Supplied to Buyer,,,404611,,"447,027.400",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By SmartSuite Automation on 13 Jan, 2025",,"SI246000019, 10  - Order: 000337-SHF [115092],Poyraz, Turkey",New,"By Success Management on 25 Feb, 2025","SI246000019, 10  - Order: 000337-SHF [115092],Poyraz, Turkey",,10,31/1/2024,Supplied to Buyer,Supplied to Buyer,"404,611.200",0,Order: 000337-SHF [115092],#1088,"10  _   000325 - Poyraz, 750 ml. Extra Virgin Olive Oil, H. cohen (Yesh Private label) [Poyraz, Turkey][Shufersal]  _  Order: 000337-SHF [115092]",,Supplied to Buyer,,0.55,"-,100.000%",order_115092.PDF,7/4/2024,,404611,,"Shufersal LTD Commercial Invoice_01.pdf, ZIMU_BOLImage_1869118923.pdf",Delivered to Buyer,"Poyraz, Turkey",IHR2024000000011,,
"10  - Order: 000337-SHF [115092],Poyraz, Turkey",3/3/2024,,Shufersal,,,,חש מתאימה לחש ספק,,,0.000,,,,,,40 FT.,USD,8,10,No,Supplied to Buyer,,,404611.2,,"447,027.400",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 18 Feb, 2025",,"SI246000020, 10  - Order: 000337-SHF [115092],Poyraz, Turkey",Paid,"By Success Management on 25 Feb, 2025","SI246000020, 10  - Order: 000337-SHF [115092],Poyraz, Turkey",,10,14/2/2024,Supplied to Buyer,Supplied to Buyer,"404,611.200",0,Order: 000337-SHF [115092],#1298,"10  _   000325 - Poyraz, 750 ml. Extra Virgin Olive Oil, H. cohen (Yesh Private label) [Poyraz, Turkey][Shufersal]  _  Order: 000337-SHF [115092]",,Supplied to Buyer,,,"-,100.000%",order_115092.PDF,7/4/2024,,404611.2,,"shufersal invoice and packing list.pdf, Draft_BL_ZIMUIZM24935328.pdf",Delivered to Buyer,"Poyraz, Turkey",IHR2024000000014,,
"1  - Order: 000521-MMOA [],Poyraz, Turkey",2/4/2024,,Marav Mazonkol (Osher Ad),,8400,,,,,0.000,,,,,5 containers ,40 FT.,USD,8,10,No,Partially Shipped,8400,,-2116800,100800,"765,914.830",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 23 Feb, 2025",,"SI246000075, 1  - Order: 000521-MMOA [],Poyraz, Turkey",Paid,"By Success Management on 25 Feb, 2025","SI246000075, 1  - Order: 000521-MMOA [],Poyraz, Turkey",,1,15/3/2024,Supplied to Buyer,Partially Shipped,"705,600.000",0,Order: 000521-MMOA [],#1316,"1  _   000259 - Poyraz Extra Virgin Olive Oil, Ohser- Ad [Poyraz, Turkey][Shufersal]  _  Order: 000521-MMOA []",2822400,Partially Shipped,,,300.000%,750 ml Proforma Invoice_OSHER AD.pdf,1/3/2024,,705600,,marav mazon sent documents ıhr19.pdf,Delivered to Buyer,"Poyraz, Turkey",IHR2024000000019,100800,
"1  - Order: 000521-MMOA [],Poyraz, Turkey",4/5/2024,,Marav Mazonkol (Osher Ad),,13440,,,,,0.000,,,,,8 containers,40 FT.,USD,8,10,No,Partially Shipped,13440,,-1693440,161280,"1,228,554.590",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 23 Feb, 2025",,"SI246000077, 1  - Order: 000521-MMOA [],Poyraz, Turkey",Paid,"By Success Management on 25 Feb, 2025","SI246000077, 1  - Order: 000521-MMOA [],Poyraz, Turkey",,1,16/4/2024,Supplied to Buyer,Partially Shipped,"1,128,960.000",0,Order: 000521-MMOA [],#1317,"1  _   000259 - Poyraz Extra Virgin Olive Oil, Ohser- Ad [Poyraz, Turkey][Shufersal]  _  Order: 000521-MMOA []",2822400,Partially Shipped,,,150.000%,750 ml Proforma Invoice_OSHER AD.pdf,1/3/2024,,1128960,,Marav Mazon Lacol Ltd Commercial Invoice_00.pdf,Delivered to Buyer,"Poyraz, Turkey",IHR2024000000029,161280,
"1  - Order: 000521-MMOA [],Poyraz, Turkey",19/5/2024,,Marav Mazonkol (Osher Ad),,11760,,missing invoice from seller,,,0.000,,,,,7 containers ,40 FT.,USD,8,10,No,Partially Shipped,11760,,-2822400,141120,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 23 Feb, 2025",,,,"By Success Management on 23 Feb, 2025",,,1,1/5/2024,Supplied to Buyer,Partially Shipped,,0,Order: 000521-MMOA [],#1318,"1  _   000259 - Poyraz Extra Virgin Olive Oil, Ohser- Ad [Poyraz, Turkey][Shufersal]  _  Order: 000521-MMOA []",2822400,Partially Shipped,,,"-,100.000%",750 ml Proforma Invoice_OSHER AD.pdf,1/3/2024,,0,,,In Transit,"Poyraz, Turkey",,141120,
"1  - Order: 000516-CIML [],Poyraz, Turkey",19/4/2024,,H. Cohen Import Marketing & Logistics Ltd,,8400,,,,,0.000,,,,,TOTAL 5 CONTAINERS,40 FT.,EUR,8,10,No,Supplied to Buyer,8400,,699552,100800,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 23 Feb, 2025",,,,"By Success Management on 23 Feb, 2025",,,1,1/4/2024,Supplied to Buyer,Supplied to Buyer,,0,Order: 000516-CIML [],#1315,"1  _   000325 - Poyraz, 750 ml. Extra Virgin Olive Oil, H. cohen (Yesh Private label) [Poyraz, Turkey][Shufersal]  _  Order: 000516-CIML []",,Supplied to Buyer,,,"-,100.000%",,1/4/2024,,699552,,Sent documents final 8 Nisan.pdf,Delivered to Buyer,"Poyraz, Turkey",,100800,
"1  - Order: 000530-PRP [],SAC S.p.A. Conserve Alimentari/ Victoria s.a.c, Italy",27/1/2024,,ProPlus,,,,,,,0.000,,,,,,40 FT.,EUR,8,10,No,Completed,,,375,,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 9 Mar, 2025",,,,"By Success Management on 22 Jun, 2025",,,1,9/1/2024,Supplied to Buyer,Completed,,0,Order: 000530-PRP [],#1334,"1  _   000441 - Crushed Tomato 2500g [SAC S.p.A. Conserve Alimentari/ Victoria s.a.c, Italy][ProPlus]  _  Order: 000530-PRP []",19875,Completed,,,-1.852%,,9/1/2024,,20250,,"חשבונית מס 1837.pdf, Packing list (1).pdf, FT 47-01 09-01-2024.pdf",Delivered to Buyer,"SAC S.p.A. Conserve Alimentari/ Victoria s.a.c, Italy",,,
"- Order: 000535-PRP [],SAC S.p.A. Conserve Alimentari/ Victoria s.a.c, Italy",19/4/2025,"Next 7 days, Next 15 days, Next 30 days",ProPlus,,1250,,,,,695.625,3.50,"SAC S.p.A. Conserve Alimentari/ Victoria s.a.c, Italy  _ Shufersal",,,,40 FT.,EUR,8,10,No,Completed,1250,,0.000,7500,"19,875.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 9 Apr, 2025",,"20036, - Order: 000535-PRP [],SAC S.p.A. Conserve Alimentari/ Victoria s.a.c, Italy",New,"By Success Management on 30 Apr, 2025","20036, - Order: 000535-PRP [],SAC S.p.A. Conserve Alimentari/ Victoria s.a.c, Italy",,,1/4/2025,Supplied to Buyer,Completed,"19,875.000",0,Order: 000535-PRP [],#1354,_   000448 - CRUSHED TOMATOES(Polpa) Tin 2650mlx6 VICTORIA PROPLUS [][]  _  Order: 000535-PRP [],19875,Completed,Buyer,,0.000%,PROFORMA EX-005 22-01-2025.pdf,22/1/2025,,19875,,FT 1549-01 01-04-2025.pdf,In Transit,"SAC S.p.A. Conserve Alimentari/ Victoria s.a.c, Italy",1549/01 ,7500,
"10, 20  - Order: 000339-SHF [115111],Serena, Bulgary",12/4/2024,,Shufersal,,936,936,,,,0.000,,,,,ZIMUVA-R8000170,20 FT.,EUR,8,10,No,Completed,0,,17435.52,0,"19,891.510",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 12 Jan, 2025",,"SI246000085, 10, 20  - Order: 000339-SHF [115111],Serena, Bulgary",Paid,"By Success Management on 13 Jan, 2025","SI246000085, 10, 20  - Order: 000339-SHF [115111],Serena, Bulgary",,10 | 20,25/3/2024,Supplied to Buyer | Supplied to Buyer,Completed,"17,435.520",0,Order: 000339-SHF [115111],#958,"10  _   000264 - Organic dried pitted prunes, Green brand, 250 grams,
Shufersal
 [Serena, Bulgary][Shufersal]  _  Order: 000339-SHF [115111], 20  _   000265 -  Organic Pitted Dried Black Cherries 100 grams, Shufersal [Serena, Bulgary][Shufersal]  _  Order: 000339-SHF [115111]",,Completed,,,"-,100.000%",order num. 1013887.pdf,14/4/2024 | 14/4/2024,,17435.52,Zim,,Delivered to Buyer,"Serena, Bulgary",2910,11232,11232
"10  - Order: 000238-PRP [1000501],Solana, Italy",10/11/2024,,ProPlus,,5160,5160,SI246000209 יצא חש',,,0.000,,,,,2118905,40 FT.,EUR,8,10,No,Completed,0,,21340,0,"24,674.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 14 Jan, 2025",,"SI246000209, 10  - Order: 000238-PRP [1000501],Solana, Italy",New,"By Success Management on 13 Mar, 2025","SI246000209, 10  - Order: 000238-PRP [1000501],Solana, Italy",,10,23/10/2024,Supplied to Buyer,Completed,"21,340.000",0,Order: 000238-PRP [1000501],#1231,"10  _   000277 - Finely chopped tomatoes crop 2022 [Solana, Italy][ProPlus]  _",,Completed,,1,"-,100.000%",order num. 1000501.pdf,30/8/2024,,21340,MSC,PROPLUS INVOICE first container OCT 2024.pdf,Delivered to Buyer,"Solana, Italy",24 / 02870,103448,103448
"10  - Order: 000221-PRP [1000471-5/3],Solana, Italy",2/8/2024,,ProPlus,,,,,,,0.000,,,,,,40 FT.,EUR,8,10,No,Completed,,,22880,,"26,595.040 | 26,731.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 6 Feb, 2025",,"SI246000151, 10  - Order: 000221-PRP [1000471-5/3],Solana, Italy | SI246000166, 10  - Order: 000221-PRP [1000471-5/3],Solana, Italy",Paid | Paid,"By Success Management on 22 Jun, 2025","SI246000151, 10  - Order: 000221-PRP [1000471-5/3],Solana, Italy, SI246000166, 10  - Order: 000221-PRP [1000471-5/3],Solana, Italy",,10,15/7/2024,Supplied to Buyer,Completed,"22,880.000 | 22,880.000",0,Order: 000221-PRP [1000471-5/3],#1281,"10  _   000277 - Finely chopped tomatoes crop 2022 [Solana, Italy][ProPlus]  _  Order: 000221-PRP [1000471-5/3]",0.000,Completed,,,"-,100.000%",order num. 1000471.pdf,1/7/2024,,22880,,doc13374020240715142357.pdf,Delivered to Buyer,"Solana, Italy",24/01939,,
"1  - Order: 000508-PRP [5/2],Solana, Italy",9/9/1980,,ProPlus,,,,,,,0.000,,,,,,40 FT.,EUR,8,10,No,Completed,,,22880,,"26,617.620",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 11 Feb, 2025",,"SI246000112, 1  - Order: 000508-PRP [5/2],Solana, Italy",Paid,"By Success Management on 25 May, 2025","SI246000112, 1  - Order: 000508-PRP [5/2],Solana, Italy",,1,22/8/1980,Supplied to Buyer,Completed,"22,880.000",0,Order: 000508-PRP [5/2],#1289,"1  _   000277 - Finely chopped tomatoes crop 2022 [Solana, Italy][ProPlus]  _  Order: 000508-PRP [5/2]",,Completed,,,"-,100.000%",,21/5/2024,,22880,,"PROPLUS INVOICE 1629 2024.PDF, פרופורמה מכולה 2.pdf",Delivered to Buyer,"Solana, Italy",24/01311,,
"1  - Order: 000504-PRP [6/2400958],Solana, Italy",2/6/2024,,ProPlus,,2200,,,,,0.000,,,,,MSKU1202188​,40 FT.,EUR,8,10,No,Completed,2200,,22880,4400,"26,627.090",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 9 Feb, 2025",,"SI246000109, 1  - Order: 000503-PRP [6/2400958],Solana, Italy1  - Order: 000504-PRP [6/2400958],Solana, Italy",Paid,"By Success Management on 22 Jun, 2025","SI246000109, 1  - Order: 000503-PRP [6/2400958],Solana, Italy1  - Order: 000504-PRP [6/2400958],Solana, Italy",,1,15/5/2024,Supplied to Buyer,Completed,"22,880.000",0,Order: 000504-PRP [6/2400958],#1285,"1  _   000277 - Finely chopped tomatoes crop 2022 [Solana, Italy][ProPlus]  _  Order: 000504-PRP [6/2400958]",,Completed,,,"-,100.000%",,15/5/2024,,22880,,doc12058420240515105105 (1).pdf,Delivered to Buyer,"Solana, Italy",24/01278​,4400,
"1  - Order: 000503-PRP [6/2400958],Solana, Italy",13/4/2024,,ProPlus,,,,חש' מתאים למשלוח,,,0.000,,,,,,40 FT.,EUR,8,10,No,Completed,,,11440,,"26,627.090",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 6 Feb, 2025",,"SI246000109, 1  - Order: 000503-PRP [6/2400958],Solana, Italy1  - Order: 000504-PRP [6/2400958],Solana, Italy",Paid,"By Success Management on 11 Feb, 2025","SI246000109, 1  - Order: 000503-PRP [6/2400958],Solana, Italy1  - Order: 000504-PRP [6/2400958],Solana, Italy",,1,26/3/2024,Supplied to Buyer,Completed,"22,880.000",0,Order: 000503-PRP [6/2400958],#1284,"1  _   000277 - Finely chopped tomatoes crop 2022 [Solana, Italy][ProPlus]  _  Order: 000503-PRP [6/2400958]",,Completed,,,"-,100.000%",,26/3/2024,,11440,,doc11198320240328153829 (1).pdf,Delivered to Buyer,"Solana, Italy",24/00770,,
"1  - Order: 000502-PRP [4],Solana, Italy",20/1/2024,,ProPlus,,,,"חש' מתאים למשלוח 
חש 47 בוטל",,,0.000,,,,,,40 FT.,EUR,8,10,No,Completed,,,11440,,"26,606.470 | 26,580.240",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 6 Feb, 2025",,"SI246000047, 1  - Order: 000501-PRP [5/1],Solana, Italy1  - Order: 000502-PRP [4],Solana, Italy | SI246000048, 1  - Order: 000501-PRP [5/1],Solana, Italy1  - Order: 000502-PRP [4],Solana, Italy",Paid | Paid,"By Success Management on 25 Feb, 2025","SI246000047, 1  - Order: 000501-PRP [5/1],Solana, Italy1  - Order: 000502-PRP [4],Solana, Italy, SI246000048, 1  - Order: 000501-PRP [5/1],Solana, Italy1  - Order: 000502-PRP [4],Solana, Italy",,1,2/1/2024,Supplied to Buyer,Completed,"22,880.000 | 22,880.000",0,Order: 000502-PRP [4],#1283,"1  _   000277 - Finely chopped tomatoes crop 2022 [Solana, Italy][ProPlus]  _  Order: 000502-PRP [4]",,Completed,,0.55,"-,100.000%",,2/1/2024,,11440,,INVOICE NR. 1 SOLANA (1).PDF,Delivered to Buyer,"Solana, Italy",24 / 00001,,
"1  - Order: 000501-PRP [5/1],Solana, Italy",23/2/2024,,ProPlus,,2400,,"חש' מתאים למשלוח
חש 47 בוטל",,,0.000,,,,,ZCSU 7380767,40 FT.,EUR,8,10,No,Completed,2400,,22880,,"26,606.470 | 26,580.240",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 6 Feb, 2025",,"SI246000047, 1  - Order: 000501-PRP [5/1],Solana, Italy1  - Order: 000502-PRP [4],Solana, Italy | SI246000048, 1  - Order: 000501-PRP [5/1],Solana, Italy1  - Order: 000502-PRP [4],Solana, Italy",Paid | Paid,"By Success Management on 25 May, 2025","SI246000047, 1  - Order: 000501-PRP [5/1],Solana, Italy1  - Order: 000502-PRP [4],Solana, Italy, SI246000048, 1  - Order: 000501-PRP [5/1],Solana, Italy1  - Order: 000502-PRP [4],Solana, Italy",,1,5/2/2024,Supplied to Buyer,Completed,"22,880.000 | 22,880.000",0,Order: 000501-PRP [5/1],#1282,"1  _   000277 - Finely chopped tomatoes crop 2022 [Solana, Italy][ProPlus]  _  Order: 000501-PRP [5/1]",,Completed,,,"-,100.000%",,1/3/2024,,22880,,"PRO PLUS CREDIT NOTE 9 24NC 14 03 2024.PDF, doc10409920240219104538.pdf",Delivered to Buyer,"Solana, Italy",24/00392,,
"- Order: 000529-PRP [C24/00073],Solana, Italy",7/3/2025,"Next 7 days, Next 15 days, Next 30 days",ProPlus,,4400,,,,,746.9,3.50,"Solana, Italy  _ ProPlus",,,,40 FT.,EUR,8,10,No,Completed,4400,,21340,,"21,340.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 4 Mar, 2025",,"20000, - Order: 000529-PRP [C24/00073],Solana, Italy",New,"By Success Management on 30 Apr, 2025","20000, - Order: 000529-PRP [C24/00073],Solana, Italy",,,17/2/2025,Shipping Not Started,Completed,"21,340.000",0,Order: 000529-PRP [C24/00073],#1332,"_   000277 - Finely chopped tomatoes crop 2022 [Solana, Italy][ProPlus]  _  Order: 000529-PRP [C24/00073]",,Completed,Buyer,,"-,100.000%",,17/2/2025,,21340,,doc17765520250217160225.pdf,Delivered to Buyer,"Solana, Italy",25/00398,,
"20, 40, 30, 60, 50  - Order: 000211-SHF [115407],Vicenzi, Italy",3/1/2025,,Shufersal,,,,,,,851.9112,3.50,"Vicenzi, Italy  _ Shufersal",,,,40 FT.,EUR,8,10,No,Completed,,,24340.32,,"24,334.320",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 19 Feb, 2025",,"SI256000016, 20, 40, 30, 60, 50  - Order: 000211-SHF [115407],Vicenzi, Italy",New,"By Success Management on 3 Apr, 2025","SI256000016, 20, 40, 30, 60, 50  - Order: 000211-SHF [115407],Vicenzi, Italy",,20 | 40 | 30 | 60 | 50,16/12/2024,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Completed,"24,334.320",0,Order: 000211-SHF [115407],#1303,"20  _   000018 - CHOCOLATE CREAM FILLED COOKIES 150 GR
 [Vicenzi, Italy][Shufersal]  _  Order: 000211-SHF [115407], 40  _   000020 - Gluten free cookies chocolate filled [Vicenzi, Italy][Shufersal]  _  Order: 000211-SHF [115407], 30  _   000019 - HAZELNUT CREAM FILLED COOKIES 150 GR [Vicenzi, Italy][Shufersal]  _  Order: 000211-SHF [115407], 60  _   000022 - Gluten Free BISCUITS 125 G [Vicenzi, Italy][Shufersal]  _  Order: 000211-SHF [115407], 50  _   000021 - Gluten free cookies lemon filled [Vicenzi, Italy][Shufersal]  _  Order: 000211-SHF [115407]",0.000,Completed,Buyer,,"-,100.000%",order_115407.PDF | order num. 115407.pdf,27/10/2024 | 27/10/2024 | 27/10/2024 | 27/10/2024 | 27/10/2024,,24340.32,,"Packing list.PDF, Invoice (1).PDF",Delivered to Buyer,"Vicenzi, Italy", 01745/03 ,,
"10, 20, 30, 40, 60  - Order: 000451-SHF [115598],Vicenzi, Italy",9/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,5450,,,,,2158.0986,3.50,"Vicenzi, Italy  _ Shufersal",,,JXLU 633258/0,40 FT.,EUR,8,10,No,Partially Shipped,5450,,61659.96,65400,"61,636.800",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 19 Feb, 2025",,"20030, 10, 20, 30, 40, 60  - Order: 000451-SHF [115598],Vicenzi, Italy",New,"By Success Management on 24 Apr, 2025","20030, 10, 20, 30, 40, 60  - Order: 000451-SHF [115598],Vicenzi, Italy",,10 | 20 | 30 | 40 | 60,19/2/2025,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Partially Shipped,"61,636.800",0,Order: 000451-SHF [115598],#1304,"10  _   000018 - CHOCOLATE CREAM FILLED COOKIES 150 GR
 [Vicenzi, Italy][Shufersal]  _  Order: 000451-SHF [115598], 20  _   000019 - HAZELNUT CREAM FILLED COOKIES 150 GR [Vicenzi, Italy][Shufersal]  _  Order: 000451-SHF [115598], 30  _   000020 - Gluten free cookies chocolate filled [Vicenzi, Italy][Shufersal]  _  Order: 000451-SHF [115598], 40  _   000021 - Gluten free cookies lemon filled [Vicenzi, Italy][Shufersal]  _  Order: 000451-SHF [115598], 60  _   000022 - Gluten Free BISCUITS 125 G [Vicenzi, Italy][Shufersal]  _  Order: 000451-SHF [115598]",0.000,Partially Shipped,Buyer,,"-,100.000%",order_115598 (2).PDF,9/3/2025 | 9/3/2025 | 9/3/2025 | 9/3/2025 | 9/3/2025,29783,61659.96,Schenker Italiana S.P.A.,"0300207-20250219.pdf, 300207 PL.pdf",Delivered to Buyer,"Vicenzi, Italy",00207/03 - 2025,65400,
"10, 20, 30, 40, 50, 60  - Order: 000323-SHF [115217],Vicenzi, Italy",13/4/2024,,Shufersal,,23890,23890,,,,209.21634999999998,3.50,"Vicenzi, Italy  _ Shufersal",,,"MCLU5083550,MCLU5052056,MCLU5094149",40 FT.,EUR,8,10,No,Completed,0,,5977.61,0,"18,656.970",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 12 Jan, 2025",,"SI246000087, 10, 20, 30, 40, 50, 60  - Order: 000323-SHF [115217],Vicenzi, Italy",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000087, 10, 20, 30, 40, 50, 60  - Order: 000323-SHF [115217],Vicenzi, Italy",,10 | 20 | 30 | 40 | 50 | 60,26/3/2024,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer | Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Completed,,0,Order: 000323-SHF [115217],#960,"10  _   000018 - CHOCOLATE CREAM FILLED COOKIES 150 GR
 [Vicenzi, Italy][Shufersal]  _  Order: 000323-SHF [115217], 20  _   000019 - HAZELNUT CREAM FILLED COOKIES 150 GR [Vicenzi, Italy][Shufersal]  _  Order: 000323-SHF [115217], 30  _   000092 - Ladyfingers ""Shufersal"" 200g [Vicenzi, Italy][Shufersal]  _  Order: 000323-SHF [115217], 40  _   000020 - Gluten free cookies chocolate filled [Vicenzi, Italy][Shufersal]  _  Order: 000323-SHF [115217], 50  _   000021 - Gluten free cookies lemon filled [Vicenzi, Italy][Shufersal]  _  Order: 000323-SHF [115217], 60  _   000276 - vanila filled cookies 150 gr [Vicenzi, Italy][Shufersal]  _  Order: 000323-SHF [115217]",0.000,Completed,Buyer,1,"-,100.000%",order_115217.PDF,14/4/2024 | 14/4/2024 | 14/4/2024 | 14/4/2024 | 14/4/2024 | 14/4/2024,,5977.61,LUCY BORCHARD,0300387-20240326.pdf,Delivered to Buyer,"Vicenzi, Italy",2301938,287760,287760
"10, 20  - Order: 000451-SHF [115598],Vicenzi, Italy",19/3/2025,,Shufersal,,,,"חשבונית חיוב 10084
חשבונית של הספק היא יחד עם הזמנה 115407/10
חשבונית שלנו שייכת לשורות 10-20 ולא 70-80 כפי שנרשם",,,695.8,3.50,"Vicenzi, Italy  _ Shufersal",,,,40 FT.,EUR,8,10,No,Partially Shipped,,,19880,,"19,880.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 4 Apr, 2025",,"20031, 10, 20  - Order: 000451-SHF [115598],Vicenzi, Italy",New,"By Success Management on 4 May, 2025","20031, 10, 20  - Order: 000451-SHF [115598],Vicenzi, Italy",,10 | 20,1/3/2025,Supplied to Buyer | Supplied to Buyer,Partially Shipped,"19,880.000",0,Order: 000451-SHF [115598],#1353,"10  _   000018 - CHOCOLATE CREAM FILLED COOKIES 150 GR
 [Vicenzi, Italy][Shufersal]  _  Order: 000451-SHF [115598], 20  _   000019 - HAZELNUT CREAM FILLED COOKIES 150 GR [Vicenzi, Italy][Shufersal]  _  Order: 000451-SHF [115598]",,Partially Shipped,Buyer,,"-,100.000%",order_115598 (2).PDF,9/3/2025 | 9/3/2025,29844,19880,,"300284 PL.pdf, 0300284-20250307.pdf",Delivered to Buyer,"Vicenzi, Italy",00284/03 - 2025,,
"10  - Order: 000211-SHF [115407],Vicenzi, Italy",19/3/2025,,Shufersal,,,,"יצא חש' חיוב10085 
חש' ספק כולל הזמנה 115598/70-80
חשבונית חיוב 10084
חשבונית של הספק היא יחד עם הזמנה 115407/10
חשבונית שלנו שייכת לשורות 10-20 ולא 70-80 כפי שנרשם",,,2179.4934,3.50,"Vicenzi, Italy  _ Shufersal",,,,40 FT.,EUR,8,10,No,Completed,,,62271.24,,"42,379.200",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 3 Apr, 2025",,"20032, 10  - Order: 000211-SHF [115407],Vicenzi, Italy",New,"By Success Management on 18 May, 2025","20032, 10  - Order: 000211-SHF [115407],Vicenzi, Italy",,10,1/3/2025,Supplied to Buyer,Completed,"42,379.200",0,Order: 000211-SHF [115407],#1352,"10  _   000092 - Ladyfingers ""Shufersal"" 200g [Vicenzi, Italy][Shufersal]  _  Order: 000211-SHF [115407]",0.000,Completed,Buyer,,"-,100.000%",order_115407.PDF | order num. 115407.pdf,27/10/2024,,62271.24,,"300284 PL.pdf, 0300284-20250307.pdf, 300283 PL.pdf, 0300283-20250307.pdf",Delivered to Buyer,"Vicenzi, Italy",00284/03 - 2025  /  00283/03 - 2025,,
